days
pon	uto	sre	cet	pet

hours
1	2	3	4	5	6	7

people
-stebru_83_ver.v.1'_sre_2 -83_sre_1
-stebru_83_ver.v.1'_cet_2 -83_cet_1
-stebru_83_ver.v.1'_pet_2 -83_pet_1
-stebru_81_ver.v.1'_pon_6 -81_pon_7
-stebru_81_ver.v.1'_uto_6 -81_uto_7
-stebru_81_ver.v.1'_sre_6 -81_sre_7
-stebru_81_ver.v.1'_cet_6 -81_cet_7
-stebru_81_ver.v.1'_pet_6 -81_pet_7
-stebru_82_ver.v.1'_pon_6 -82_pon_7
-stebru_82_ver.v.1'_uto_6 -82_uto_7
-stebru_82_ver.v.1'_sre_6 -82_sre_7
-stebru_82_ver.v.1'_cet_6 -82_cet_7
-stebru_82_ver.v.1'_pet_6 -82_pet_7
-stebru_83_ver.v.1'_pon_6 -83_pon_7
-stebru_83_ver.v.1'_uto_6 -83_uto_7
-stebru_83_ver.v.1'_sre_6 -83_sre_7
-stebru_83_ver.v.1'_cet_6 -83_cet_7
-stebru_83_ver.v.1'_pet_6 -83_pet_7
// 2 i 6 samo uz 1 i 7
-stebru_pon_2 stebru_pon_1
-stebru_uto_2 stebru_uto_1
-stebru_sre_2 stebru_sre_1
-stebru_cet_2 stebru_cet_1
-stebru_pet_2 stebru_pet_1
-stebru_pon_6 stebru_pon_7
-stebru_uto_6 stebru_uto_7
-stebru_sre_6 stebru_sre_7
-stebru_cet_6 stebru_cet_7
-stebru_pet_6 stebru_pet_7
// 7 moze kao precas
-stebru_51_ver.v.1'_pon_7 51_pon_1
-stebru_51_ver.v.1'_uto_7 51_uto_1
-stebru_51_ver.v.1'_sre_7 51_sre_1
-stebru_51_ver.v.1'_cet_7 51_cet_1
-stebru_51_ver.v.1'_pet_7 51_pet_1
-stebru_52_ver.v.1'_pon_7 52_pon_1
-stebru_52_ver.v.1'_uto_7 52_uto_1
-stebru_52_ver.v.1'_sre_7 52_sre_1
-stebru_52_ver.v.1'_cet_7 52_cet_1
-stebru_52_ver.v.1'_pet_7 52_pet_1
-stebru_53_ver.v.1'_pon_7 53_pon_1
-stebru_53_ver.v.1'_uto_7 53_uto_1
-stebru_53_ver.v.1'_sre_7 53_sre_1
-stebru_53_ver.v.1'_cet_7 53_cet_1
-stebru_53_ver.v.1'_pet_7 53_pet_1
-stebru_54_ver.v.1'_pon_7 54_pon_1
-stebru_54_ver.v.1'_uto_7 54_uto_1
-stebru_54_ver.v.1'_sre_7 54_sre_1
-stebru_54_ver.v.1'_cet_7 54_cet_1
-stebru_54_ver.v.1'_pet_7 54_pet_1
-stebru_61_ver.v.1'_pon_7 61_pon_1
-stebru_61_ver.v.1'_uto_7 61_uto_1
-stebru_61_ver.v.1'_sre_7 61_sre_1
-stebru_61_ver.v.1'_cet_7 61_cet_1
-stebru_61_ver.v.1'_pet_7 61_pet_1
-stebru_62_ver.v.1'_pon_7 62_pon_1
-stebru_62_ver.v.1'_uto_7 62_uto_1
-stebru_62_ver.v.1'_sre_7 62_sre_1
-stebru_62_ver.v.1'_cet_7 62_cet_1
-stebru_62_ver.v.1'_pet_7 62_pet_1
-stebru_63_ver.v.1'_pon_7 63_pon_1
-stebru_63_ver.v.1'_uto_7 63_uto_1
-stebru_63_ver.v.1'_sre_7 63_sre_1
-stebru_63_ver.v.1'_cet_7 63_cet_1
-stebru_63_ver.v.1'_pet_7 63_pet_1
-stebru_71_ver.v.1'_pon_7 71_pon_1
-stebru_71_ver.v.1'_uto_7 71_uto_1
-stebru_71_ver.v.1'_sre_7 71_sre_1
-stebru_71_ver.v.1'_cet_7 71_cet_1
-stebru_71_ver.v.1'_pet_7 71_pet_1
-stebru_72_ver.v.1'_pon_7 72_pon_1
-stebru_72_ver.v.1'_uto_7 72_uto_1
-stebru_72_ver.v.1'_sre_7 72_sre_1
-stebru_72_ver.v.1'_cet_7 72_cet_1
-stebru_72_ver.v.1'_pet_7 72_pet_1
-stebru_73_ver.v.1'_pon_7 73_pon_1
-stebru_73_ver.v.1'_uto_7 73_uto_1
-stebru_73_ver.v.1'_sre_7 73_sre_1
-stebru_73_ver.v.1'_cet_7 73_cet_1
-stebru_73_ver.v.1'_pet_7 73_pet_1
-stebru_81_ver.v.1'_pon_7 81_pon_1
-stebru_81_ver.v.1'_uto_7 81_uto_1
-stebru_81_ver.v.1'_sre_7 81_sre_1
-stebru_81_ver.v.1'_cet_7 81_cet_1
-stebru_81_ver.v.1'_pet_7 81_pet_1
-stebru_82_ver.v.1'_pon_7 82_pon_1
-stebru_82_ver.v.1'_uto_7 82_uto_1
-stebru_82_ver.v.1'_sre_7 82_sre_1
-stebru_82_ver.v.1'_cet_7 82_cet_1
-stebru_82_ver.v.1'_pet_7 82_pet_1
-stebru_83_ver.v.1'_pon_7 83_pon_1
